Codi_Barri,Nom_Barri,Data_Revisio,Codi_Grup_Activitat,Nom_Grup_Activitat
60,Sant Andreu,2021-06-22T00:00:00,16,Altres
60,Sant Andreu,2021-06-22T00:00:00,9,Ensenyament
60,Sant Andreu,2021-06-22T00:00:00,16,Altres
60,Sant Andreu,2021-06-22T00:00:00,9,Ensenyament
60,Sant Andreu,2021-06-22T00:00:00,16,Altres
60,Sant Andreu,2021-06-22T00:00:00,17,Altres
60,Sant Andreu,2021-06-22T00:00:00,16,Altres
60,Sant Andreu,2021-06-22T00:00:00,17,Altres
60,Sant Andreu,2021-06-22T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
60,Sant Andreu,2021-06-22T00:00:00,15,Sanitat i assistència
60,Sant Andreu,2021-06-22T00:00:00,7,Altres
60,Sant Andreu,2021-06-22T00:00:00,17,Altres
60,Sant Andreu,2021-06-22T00:00:00,17,Altres
60,Sant Andreu,2021-06-22T00:00:00,0,Grup no definit
60,Sant Andreu,2021-06-22T00:00:00,17,Altres
23,Sarrià,2021-05-03T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
23,Sarrià,2021-05-03T00:00:00,6,Automoció
23,Sarrià,2021-05-03T00:00:00,6,Automoció
23,Sarrià,2021-05-03T00:00:00,4,Equipament personal
23,Sarrià,2021-05-03T00:00:00,15,Sanitat i assistència
1,el Raval,2021-10-08T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
1,el Raval,2021-10-08T00:00:00,16,Altres
1,el Raval,2021-10-08T00:00:00,0,Grup no definit
1,el Raval,2021-10-08T00:00:00,16,Altres
21,Pedralbes,2022-07-15T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,16,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,4,Equipament personal
33,el Baix Guinardó,2022-04-07T00:00:00,1,Quotidià alimentari
21,Pedralbes,2022-07-18T00:00:00,16,Altres
62,el Congrés i els Indians,2022-04-14T00:00:00,9,Ensenyament
62,el Congrés i els Indians,2022-04-14T00:00:00,9,Ensenyament
62,el Congrés i els Indians,2022-04-14T00:00:00,16,Altres
62,el Congrés i els Indians,2022-04-14T00:00:00,16,Altres
62,el Congrés i els Indians,2022-04-19T00:00:00,16,Altres
62,el Congrés i els Indians,2022-04-19T00:00:00,16,Altres
62,el Congrés i els Indians,2022-04-19T00:00:00,17,Altres
62,el Congrés i els Indians,2022-04-19T00:00:00,16,Altres
62,el Congrés i els Indians,2022-04-19T00:00:00,0,Grup no definit
62,el Congrés i els Indians,2022-04-19T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
62,el Congrés i els Indians,2022-04-20T00:00:00,1,Quotidià alimentari
62,el Congrés i els Indians,2022-04-14T00:00:00,17,Altres
62,el Congrés i els Indians,2022-04-14T00:00:00,2,Quotidià no alimentari
62,el Congrés i els Indians,2022-04-14T00:00:00,9,Ensenyament
62,el Congrés i els Indians,2022-04-14T00:00:00,16,Altres
62,el Congrés i els Indians,2022-04-20T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
62,el Congrés i els Indians,2022-04-20T00:00:00,17,Altres
62,el Congrés i els Indians,2022-04-20T00:00:00,2,Quotidià no alimentari
4,"Sant Pere, Santa Caterina i la Ribera",2022-03-01T00:00:00,10,Equipaments culturals i recreatius
4,"Sant Pere, Santa Caterina i la Ribera",2022-03-02T00:00:00,16,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2022-03-03T00:00:00,17,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2022-03-02T00:00:00,16,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2022-03-02T00:00:00,17,Altres
65,el Clot,2019-05-27T00:00:00,1,Quotidià alimentari
65,el Clot,2019-05-27T00:00:00,1,Quotidià alimentari
65,el Clot,2021-06-07T00:00:00,4,Equipament personal
65,el Clot,2021-06-07T00:00:00,17,Altres
65,el Clot,2021-06-07T00:00:00,16,Altres
65,el Clot,2021-06-07T00:00:00,1,Quotidià alimentari
65,el Clot,2021-06-07T00:00:00,2,Quotidià no alimentari
65,el Clot,2021-06-07T00:00:00,4,Equipament personal
65,el Clot,2021-06-07T00:00:00,3,Parament de la llar
65,el Clot,2021-06-07T00:00:00,1,Quotidià alimentari
65,el Clot,2021-06-07T00:00:00,4,Equipament personal
65,el Clot,2021-06-07T00:00:00,1,Quotidià alimentari
65,el Clot,2021-06-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
65,el Clot,2021-06-07T00:00:00,1,Quotidià alimentari
65,el Clot,2021-06-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
65,el Clot,2021-06-07T00:00:00,4,Equipament personal
65,el Clot,2021-06-07T00:00:00,7,Altres
65,el Clot,2021-06-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
65,el Clot,2021-06-07T00:00:00,0,Grup no definit
65,el Clot,2021-06-07T00:00:00,16,Altres
65,el Clot,2021-06-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
65,el Clot,2021-06-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
65,el Clot,2021-06-07T00:00:00,1,Quotidià alimentari
65,el Clot,2021-06-07T00:00:00,1,Quotidià alimentari
65,el Clot,2021-06-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
65,el Clot,2019-05-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
59,el Bon Pastor,2022-05-12T00:00:00,17,Altres
59,el Bon Pastor,2022-05-12T00:00:00,17,Altres
12,la Marina del Prat Vermell,2022-08-03T00:00:00,16,Altres
12,la Marina del Prat Vermell,2022-08-03T00:00:00,0,Grup no definit
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
12,la Marina del Prat Vermell,2022-08-03T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
12,la Marina del Prat Vermell,2022-08-03T00:00:00,17,Altres
12,la Marina del Prat Vermell,2022-08-03T00:00:00,0,Grup no definit
12,la Marina del Prat Vermell,2022-08-02T00:00:00,0,Grup no definit
12,la Marina del Prat Vermell,2022-08-02T00:00:00,16,Altres
12,la Marina del Prat Vermell,2022-08-02T00:00:00,0,Grup no definit
19,les Corts,2021-11-16T00:00:00,16,Altres
12,la Marina del Prat Vermell,2022-08-02T00:00:00,16,Altres
12,la Marina del Prat Vermell,2022-08-02T00:00:00,3,Parament de la llar
12,la Marina del Prat Vermell,2022-08-02T00:00:00,16,Altres
12,la Marina del Prat Vermell,2022-08-02T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
12,la Marina del Prat Vermell,2022-08-02T00:00:00,16,Altres
12,la Marina del Prat Vermell,2022-08-02T00:00:00,17,Altres
37,el Carmel,2022-03-18T00:00:00,16,Altres
12,la Marina del Prat Vermell,2022-08-02T00:00:00,16,Altres
26,Sant Gervasi - Galvany,2021-05-12T00:00:00,16,Altres
26,Sant Gervasi - Galvany,2021-12-03T00:00:00,1,Quotidià alimentari
26,Sant Gervasi - Galvany,2021-05-12T00:00:00,16,Altres
26,Sant Gervasi - Galvany,2021-05-12T00:00:00,4,Equipament personal
26,Sant Gervasi - Galvany,2021-05-12T00:00:00,4,Equipament personal
26,Sant Gervasi - Galvany,2021-05-12T00:00:00,15,Sanitat i assistència
26,Sant Gervasi - Galvany,2021-05-12T00:00:00,4,Equipament personal
4,"Sant Pere, Santa Caterina i la Ribera",2021-10-08T00:00:00,16,Altres
60,Sant Andreu,2022-05-16T00:00:00,17,Altres
60,Sant Andreu,2022-05-16T00:00:00,16,Altres
60,Sant Andreu,2022-05-16T00:00:00,16,Altres
2,el Barri Gòtic,2022-02-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
27,el Putxet i el Farró,2021-12-20T00:00:00,3,Parament de la llar
27,el Putxet i el Farró,2021-12-20T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
27,el Putxet i el Farró,2021-12-20T00:00:00,0,Grup no definit
27,el Putxet i el Farró,2021-12-20T00:00:00,16,Altres
27,el Putxet i el Farró,2021-12-20T00:00:00,0,Grup no definit
27,el Putxet i el Farró,2021-12-20T00:00:00,1,Quotidià alimentari
27,el Putxet i el Farró,2021-12-20T00:00:00,17,Altres
27,el Putxet i el Farró,2021-12-20T00:00:00,15,Sanitat i assistència
27,el Putxet i el Farró,2021-12-20T00:00:00,16,Altres
27,el Putxet i el Farró,2021-12-20T00:00:00,0,Grup no definit
27,el Putxet i el Farró,2021-12-20T00:00:00,0,Grup no definit
28,Vallcarca i els Penitents,2022-03-10T00:00:00,3,Parament de la llar
28,Vallcarca i els Penitents,2022-03-10T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,0,Grup no definit
35,el Guinardó,2021-08-10T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,0,Grup no definit
35,el Guinardó,2021-08-10T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
35,el Guinardó,2021-08-10T00:00:00,6,Automoció
35,el Guinardó,2021-08-10T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
71,Provençals del Poblenou,2022-06-14T00:00:00,17,Altres
35,el Guinardó,2021-08-10T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
35,el Guinardó,2021-08-10T00:00:00,0,Grup no definit
35,el Guinardó,2021-08-10T00:00:00,17,Altres
35,el Guinardó,2022-04-12T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,16,Altres
35,el Guinardó,2022-04-12T00:00:00,0,Grup no definit
71,Provençals del Poblenou,2022-06-14T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,0,Grup no definit
35,el Guinardó,2021-08-10T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,0,Grup no definit
35,el Guinardó,2021-08-10T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
35,el Guinardó,2021-08-10T00:00:00,17,Altres
35,el Guinardó,2021-08-10T00:00:00,0,Grup no definit
35,el Guinardó,2021-08-10T00:00:00,17,Altres
35,el Guinardó,2021-08-10T00:00:00,0,Grup no definit
35,el Guinardó,2021-08-10T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,0,Grup no definit
35,el Guinardó,2021-08-10T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
35,el Guinardó,2021-08-10T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,17,Altres
35,el Guinardó,2021-08-10T00:00:00,16,Altres
35,el Guinardó,2021-08-10T00:00:00,17,Altres
35,el Guinardó,2021-08-10T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,9,Ensenyament
71,Provençals del Poblenou,2022-06-14T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
71,Provençals del Poblenou,2022-06-13T00:00:00,17,Altres
71,Provençals del Poblenou,2022-06-13T00:00:00,0,Grup no definit
71,Provençals del Poblenou,2022-06-13T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,17,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,9,Ensenyament
72,Sant Martí de Provençals,2021-06-09T00:00:00,0,Grup no definit
72,Sant Martí de Provençals,2021-06-09T00:00:00,9,Ensenyament
72,Sant Martí de Provençals,2021-06-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
72,Sant Martí de Provençals,2021-06-09T00:00:00,17,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
72,Sant Martí de Provençals,2021-06-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
72,Sant Martí de Provençals,2021-06-09T00:00:00,0,Grup no definit
72,Sant Martí de Provençals,2021-06-09T00:00:00,0,Grup no definit
1,el Raval,2021-10-01T00:00:00,17,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,10,Equipaments culturals i recreatius
72,Sant Martí de Provençals,2021-06-09T00:00:00,1,Quotidià alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,15,Sanitat i assistència
72,Sant Martí de Provençals,2021-06-09T00:00:00,1,Quotidià alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,1,Quotidià alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,4,Equipament personal
72,Sant Martí de Provençals,2021-06-09T00:00:00,7,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,0,Grup no definit
72,Sant Martí de Provençals,2021-06-09T00:00:00,3,Parament de la llar
72,Sant Martí de Provençals,2021-06-09T00:00:00,0,Grup no definit
72,Sant Martí de Provençals,2021-06-09T00:00:00,1,Quotidià alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,1,Quotidià alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,2,Quotidià no alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,17,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,17,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,1,Quotidià alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,1,Quotidià alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
72,Sant Martí de Provençals,2021-06-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
72,Sant Martí de Provençals,2021-06-09T00:00:00,5,Oci i cultura
72,Sant Martí de Provençals,2021-06-09T00:00:00,4,Equipament personal
37,el Carmel,2022-03-21T00:00:00,17,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
72,Sant Martí de Provençals,2021-06-09T00:00:00,1,Quotidià alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,4,Equipament personal
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,3,Parament de la llar
72,Sant Martí de Provençals,2021-06-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
72,Sant Martí de Provençals,2021-06-09T00:00:00,9,Ensenyament
72,Sant Martí de Provençals,2021-06-09T00:00:00,2,Quotidià no alimentari
72,Sant Martí de Provençals,2021-06-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
55,Ciutat Meridiana,2022-09-06T00:00:00,17,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,7,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,5,Oci i cultura
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-09T00:00:00,16,Altres
72,Sant Martí de Provençals,2021-06-10T00:00:00,1,Quotidià alimentari
72,Sant Martí de Provençals,2021-06-10T00:00:00,17,Altres
72,Sant Martí de Provençals,2021-06-10T00:00:00,3,Parament de la llar
72,Sant Martí de Provençals,2021-06-10T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
72,Sant Martí de Provençals,2021-06-10T00:00:00,16,Altres
71,Provençals del Poblenou,2022-06-14T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
71,Provençals del Poblenou,2022-06-14T00:00:00,16,Altres
37,el Carmel,2022-03-21T00:00:00,16,Altres
37,el Carmel,2022-03-28T00:00:00,9,Ensenyament
37,el Carmel,2022-03-21T00:00:00,16,Altres
37,el Carmel,2022-03-21T00:00:00,9,Ensenyament
37,el Carmel,2022-03-21T00:00:00,17,Altres
37,el Carmel,2022-03-18T00:00:00,11,Finances i assegurances
37,el Carmel,2022-03-18T00:00:00,16,Altres
37,el Carmel,2022-03-18T00:00:00,0,Grup no definit
55,Ciutat Meridiana,2022-09-06T00:00:00,1,Quotidià alimentari
55,Ciutat Meridiana,2022-09-06T00:00:00,17,Altres
55,Ciutat Meridiana,2022-09-06T00:00:00,0,Grup no definit
55,Ciutat Meridiana,2022-09-06T00:00:00,17,Altres
55,Ciutat Meridiana,2022-09-06T00:00:00,8,Activitats immobiliàries
55,Ciutat Meridiana,2022-09-06T00:00:00,17,Altres
55,Ciutat Meridiana,2022-09-06T00:00:00,3,Parament de la llar
55,Ciutat Meridiana,2022-09-06T00:00:00,1,Quotidià alimentari
55,Ciutat Meridiana,2022-09-06T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
55,Ciutat Meridiana,2022-09-06T00:00:00,0,Grup no definit
55,Ciutat Meridiana,2022-09-06T00:00:00,16,Altres
55,Ciutat Meridiana,2022-09-06T00:00:00,17,Altres
55,Ciutat Meridiana,2022-09-06T00:00:00,2,Quotidià no alimentari
55,Ciutat Meridiana,2022-09-06T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
55,Ciutat Meridiana,2022-09-06T00:00:00,1,Quotidià alimentari
55,Ciutat Meridiana,2022-09-06T00:00:00,16,Altres
55,Ciutat Meridiana,2022-09-06T00:00:00,16,Altres
55,Ciutat Meridiana,2022-09-06T00:00:00,1,Quotidià alimentari
55,Ciutat Meridiana,2022-09-06T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
55,Ciutat Meridiana,2022-09-06T00:00:00,17,Altres
15,Hostafrancs,2021-09-20T00:00:00,5,Oci i cultura
15,Hostafrancs,2021-09-20T00:00:00,17,Altres
15,Hostafrancs,2021-09-20T00:00:00,15,Sanitat i assistència
15,Hostafrancs,2021-09-20T00:00:00,9,Ensenyament
15,Hostafrancs,2021-09-20T00:00:00,16,Altres
15,Hostafrancs,2021-09-15T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
60,Sant Andreu,2021-07-06T00:00:00,17,Altres
15,Hostafrancs,2021-09-20T00:00:00,15,Sanitat i assistència
15,Hostafrancs,2021-09-20T00:00:00,0,Grup no definit
15,Hostafrancs,2021-09-15T00:00:00,16,Altres
15,Hostafrancs,2021-09-15T00:00:00,17,Altres
15,Hostafrancs,2021-09-15T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
15,Hostafrancs,2021-09-15T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
15,Hostafrancs,2021-09-15T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
15,Hostafrancs,2021-09-15T00:00:00,17,Altres
15,Hostafrancs,2021-09-15T00:00:00,5,Oci i cultura
15,Hostafrancs,2021-09-15T00:00:00,1,Quotidià alimentari
15,Hostafrancs,2021-09-20T00:00:00,3,Parament de la llar
15,Hostafrancs,2021-09-20T00:00:00,0,Grup no definit
15,Hostafrancs,2021-09-20T00:00:00,12,"Manteniment, neteja i producció"
15,Hostafrancs,2021-09-20T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
15,Hostafrancs,2021-09-20T00:00:00,16,Altres
15,Hostafrancs,2021-09-20T00:00:00,9,Ensenyament
15,Hostafrancs,2021-09-20T00:00:00,16,Altres
36,la Font d'en Fargues,2022-04-05T00:00:00,9,Ensenyament
36,la Font d'en Fargues,2022-04-05T00:00:00,17,Altres
36,la Font d'en Fargues,2022-04-05T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,8,Activitats immobiliàries
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,0,Grup no definit
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,1,Quotidià alimentari
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,0,Grup no definit
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,16,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,16,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,17,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,4,Equipament personal
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,17,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,16,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,1,Quotidià alimentari
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,1,Quotidià alimentari
4,"Sant Pere, Santa Caterina i la Ribera",2021-01-27T00:00:00,16,Altres
1,el Raval,2021-10-01T00:00:00,10,Equipaments culturals i recreatius
60,Sant Andreu,2021-07-06T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
60,Sant Andreu,2021-07-06T00:00:00,16,Altres
60,Sant Andreu,2021-07-06T00:00:00,16,Altres
60,Sant Andreu,2021-07-06T00:00:00,16,Altres
60,Sant Andreu,2021-07-06T00:00:00,0,Grup no definit
60,Sant Andreu,2021-07-06T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
60,Sant Andreu,2021-07-06T00:00:00,2,Quotidià no alimentari
60,Sant Andreu,2021-07-06T00:00:00,16,Altres
60,Sant Andreu,2021-07-06T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
60,Sant Andreu,2021-07-06T00:00:00,9,Ensenyament
60,Sant Andreu,2021-07-06T00:00:00,16,Altres
19,les Corts,2021-11-18T00:00:00,16,Altres
19,les Corts,2021-11-18T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
19,les Corts,2021-11-18T00:00:00,15,Sanitat i assistència
53,la Trinitat Nova,2022-09-07T00:00:00,9,Ensenyament
53,la Trinitat Nova,2022-09-07T00:00:00,9,Ensenyament
53,la Trinitat Nova,2022-09-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
53,la Trinitat Nova,2022-09-07T00:00:00,7,Altres
53,la Trinitat Nova,2022-09-07T00:00:00,1,Quotidià alimentari
53,la Trinitat Nova,2022-09-07T00:00:00,1,Quotidià alimentari
53,la Trinitat Nova,2022-09-07T00:00:00,17,Altres
53,la Trinitat Nova,2022-09-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
53,la Trinitat Nova,2022-09-07T00:00:00,17,Altres
53,la Trinitat Nova,2022-09-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
53,la Trinitat Nova,2022-09-07T00:00:00,0,Grup no definit
53,la Trinitat Nova,2022-09-07T00:00:00,1,Quotidià alimentari
53,la Trinitat Nova,2022-09-07T00:00:00,17,Altres
53,la Trinitat Nova,2022-09-07T00:00:00,0,Grup no definit
53,la Trinitat Nova,2022-09-07T00:00:00,17,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,17,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,16,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,16,Altres
67,la Vila Olímpica del Poblenou,2022-07-01T00:00:00,4,Equipament personal
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,0,Grup no definit
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,17,Altres
45,Porta,2021-07-13T00:00:00,17,Altres
67,la Vila Olímpica del Poblenou,2022-07-01T00:00:00,16,Altres
67,la Vila Olímpica del Poblenou,2022-07-01T00:00:00,0,Grup no definit
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,7,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,10,Equipaments culturals i recreatius
67,la Vila Olímpica del Poblenou,2022-07-01T00:00:00,9,Ensenyament
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,17,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,17,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,0,Grup no definit
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,15,Sanitat i assistència
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,16,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-20T00:00:00,17,Altres
67,la Vila Olímpica del Poblenou,2022-06-23T00:00:00,9,Ensenyament
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,0,Grup no definit
66,el Parc i la Llacuna del Poblenou,2022-06-20T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,10,Equipaments culturals i recreatius
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,17,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-20T00:00:00,16,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,0,Grup no definit
66,el Parc i la Llacuna del Poblenou,2022-06-20T00:00:00,16,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-20T00:00:00,11,Finances i assegurances
30,la Salut,2022-03-14T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
66,el Parc i la Llacuna del Poblenou,2022-06-20T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,2,Quotidià no alimentari
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,0,Grup no definit
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,16,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,16,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
66,el Parc i la Llacuna del Poblenou,2022-06-17T00:00:00,16,Altres
