addresses_roadtype_name,addresses_end_street_number,geo_epgs_4326_lon,values_attribute_name,addresses_road_name,values_category,addresses_zip_code,values_value,addresses_town,addresses_district_name,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,geo_epgs_4326_lat,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
,,2.1517639113782225,Web,Plaça de Carles Buïgas,Informació d'interès,8038,http://barcelona.cat/fontmagica,Barcelona,Sants-Montjuïc,429063.38659639185,1,﻿95087125042,,True,3,,,11,10,Font Màgica - Fonts de Montjuïc *Aturada degut a la situació d'alerta per sequera,137005,1995-03-28T00:00:00,4580306.633397969,,2024-10-03T12:01:49.095863,41.371150045128175,,78450,el Poble-sec,True,100003
,,2.1344802209567293,E-mail,Av Tibidabo,Informació d'interès,8022,asador@asadoraranda.com,BARCELONA,Sarrià-Sant Gervasi,427664.9224341933,31,﻿75990048521,,True,5,,,25,11,Restaurant El Asador de Aranda *Av Tibidabo,101008,1996-09-18T00:00:00,4585021.720622828,,2023-10-03T10:44:47.012388,41.41349245462936,,35282,Sant Gervasi - la Bonanova,True,100002
,79,2.1344956640830457,E-mail,Carrer de Melcior de Palau,Informació d'interès,8014,eix@eixsantslescorts.com,Barcelona,Sants-Montjuïc,427628.796,77,﻿99400190566,,True,3,,,18,12,Federació Eix Comercial Sants-Les Corts,207406,2007-09-19T19:22:02,4581276.181,,2024-04-08T14:37:39.256725,41.37975467649532,,53022,Sants,True,100002
,,2.2281237482570995,Web,Pl Fòrum,Informació d'interès,8019,https://www.energia.barcelona/ca/generar-energia/lajuntament-genera/mapa-de-generacio-denergia-edificis-municipals,BARCELONA,Sant Martí,435489.19850292034,1,﻿99400076320,,True,10,,,70,13,Pèrgola Fotovoltaica al Parc del Fòrum,701612,2004-03-10T15:58:00,4584727.177077192,,2024-10-16T13:08:16.990191,41.411505719155436,,631770,el Besòs i el Maresme,False,100003
,,2.185159128100962,E-mail,C Padilla,Informació d'interès,8013,info@esmuc.cat,BARCELONA,Eixample,431885.0337887164,155,﻿1081085606,,True,2,,,5,14,Escola Superior de Música de Catalunya,238400,2001-03-22T00:00:00,4583346.43383598,,2024-05-27T10:34:55.643476,41.39877242493477,,33936,el Fort Pienc,True,100002
,,2.14126001076402,E-mail,G.V. Corts Catalanes,Informació d'interès,8014,cc.magoria@gencat.cat,BARCELONA,Sants-Montjuïc,428183.5454323506,247,﻿99400158917,,True,3,,,16,15,Casal Cívic i Comunitari Barcelona - Magòria,169409,2006-05-12T11:58:13,4580173.101038462,,2024-09-06T12:19:32.211111,41.36986934117719,,51795,la Bordeta,True,100002
,,2.1311370586996183,E-mail,C Lluçanès,Informació d'interès,8022,info@salle.url.edu,BARCELONA,Sarrià-Sant Gervasi,427380.414306379,41,﻿99400254924,92086034264,True,5,,,25,16,Escola Business Engineering School - la Salle,186805,2010-09-13T00:00:00,4584515.7714948105,Universitat Ramon Llull,2022-09-17T07:26:06.256553,41.40890993792351,,54693,Sant Gervasi - la Bonanova,True,100002
,11,2.1549809717403154,E-mail,Carrer de Biada,Informació d'interès,8012,contact@bcn.ied.es,Barcelona,Gràcia,429369.52869164,11,﻿2114173213,,True,6,,,31,17,Escola Superior de Disseny IED Barcelona,358106,2002-04-24T00:00:00,4584108.671446591,,2021-12-30T10:15:36.096936,41.40542058928409,,34871,la Vila de Gràcia,True,100002
,40,2.1823673277242173,E-mail,Carrer de Flassaders,Informació d'interès,8003,fundacio@fundaciojoanbrossa.cat,Barcelona,Ciutat Vella,431637.46,40,﻿14143802,,True,1,,,4,18,Fundació Joan Brossa,126701,2000-01-14T00:00:00,4581844.138,,2024-01-22T09:13:00.122549,41.385220679624325,,33228,"Sant Pere, Santa Caterina i la Ribera",True,100002
,,2.1048876282791307,,Av Diagonal,,8034,,BARCELONA,Les Corts,425159.0305216459,706,﻿99400716570,92086010721,True,4,,,21,19,Espai de Memòria de les Catorze Roses,144601,2023-07-07T13:47:55.205141,4581882.839154519,Parc de Cervantes,2023-07-20T08:12:44.079105,41.38499263558753,,,Pedralbes,,
,,2.1197216758551365,Web,C Martí i Franquès,Informació d'interès,8028,https://www.ub.edu/portal/web/ciencies-terra/pati-geologic,BARCELONA,Les Corts,426398.6264363182,2,﻿99400716571,92086009951,True,4,,,20,20,Pati Geològic,7258,2023-07-07T13:55:22.444124,4581801.05176377,Facultat de Ciències de la Terra - UB,2023-07-20T09:12:11.807220,41.38437037725497,,542615,la Maternitat i Sant Ramon,True,100003
,,2.1634359544972748,E-mail,Rda Sant Antoni,Informació d'interès,8011,info@moritz.com,BARCELONA,Eixample,430051.7049739298,39,﻿99400141885,,True,2,,,10,21,Edifici de la Fàbrica Moritz - Espai Gastronòmic i Cultural,296508,2005-09-15T11:48:54,4581560.654885423,,2022-09-17T06:28:39.200223,41.38253112132162,,50561,Sant Antoni,True,100002
,,2.1647541605952405,E-mail,Carrer de València,Informació d'interès,8007,info@museuegipci.com,Barcelona,Eixample,430173.83253047836,284,﻿90154904,75990288277,True,2,,,7,22,Museu Egipci de Barcelona,350308,2000-03-30T00:00:00,4582794.832867889,Fundació Arqueològica Clos,2024-05-29T13:20:48.268893,41.39365756520606,,33370,la Dreta de l'Eixample,True,100002
,,2.1374035500851325,,C López Catalán,,8014,,BARCELONA,Sants-Montjuïc,427867.7603578976,4,﻿99400391002,,True,3,,,18,83,Masia la Petita Maria,180605,2015-07-07T13:44:44,4580852.979333807,,2021-09-09T02:15:15.573220,41.37596451659646,,,Sants,,
,,2.144269436975635,Tel.,C Calaf,Telèfons,8021,932091769,BARCELONA,Sarrià-Sant Gervasi,428465.4520402,15,﻿75990057944,,True,5,,,26,23,Forn de Pa Roura Vila,54600,1996-09-18T00:00:00,4583231.623249819,,2023-10-03T10:44:28.604838,41.39744142472332,,138238,Sant Gervasi - Galvany,True,20001
,,2.1567276831754065,E-mail,C Mare de Déu de la Salut,Informació d'interès,8024,cssguell@mutuam.com,BARCELONA,Gràcia,429522.0394499282,49,﻿99400104784,,True,6,,,30,24,Hospital  Sociosanitari Mutuam Güell,366002,2005-02-07T17:41:51,4584776.089409667,,2022-09-17T06:22:28.297064,41.411445154741465,,50259,la Salut,True,100002
,140,2.153646899272376,merce-eq-accessos,Carrer del Consell de Cent,Variables,8015,https://www.bcn.cat/cultura/merce/M23-Planol-ConsellCent.pdf,Barcelona,Eixample,429232.494,140,﻿99400719345,,True,2,,,9,25,Oasi MAC,89004,2023-09-01T08:08:00.175061,4581496.583,,2024-09-19T18:03:46.824509,41.38188240741375,,555302,la Nova Esquerra de l'Eixample,False,100060
,,2.1876438165449668,E-mail,C Arquímedes,Informació d'interès,8030,cmcpsa@bcn.cat,BARCELONA,Sant Andreu,432136.3864088192,30,﻿99400144430,,True,9,,,60,26,Centre Municipal de Cultura Popular de Sant Andreu,25001,2005-10-04T17:21:02,4587997.54655052,,2022-09-17T06:29:54.329939,41.44068473251823,,51311,Sant Andreu,True,100002
,,2.1774606445543268,E-mail,Passatge de la Banca,Informació d'interès,8002,info@museocerabcn.com,Barcelona,Ciutat Vella,431218.6827534059,5,﻿75990024770,,True,1,,,2,27,Museu de Cera de Barcelona,33702,1996-09-17T00:00:00,4580949.874086403,,2024-11-15T14:11:01.941638,41.377130607091686,,34913,el Barri Gòtic,True,100002
,,2.1727040810941585,E-mail,C la Rambla,Informació d'interès,8002,rambla@escriba.es,BARCELONA,Ciutat Vella,430825.62847346766,83,﻿75990115450,,True,1,,,1,28,Pastisseria Escribà *La Rambla,34308,1996-09-18T00:00:00,4581445.665166939,,2023-10-03T10:03:27.169430,41.381562357710784,,36268,el Raval,True,100002
,,2.157534429798631,,Rbla Catalunya,,8008,,BARCELONA,Eixample,429572.3873285301,126,﻿1016104016,,True,2,,,7,29,Casa Serra,74506,2001-01-16T00:00:00,4583019.373552639,,2023-01-20T14:16:13.613949,41.39562747870579,,,la Dreta de l'Eixample,,
,1,2.1678110837805953,,Plaça dels Àngels,,8001,,Barcelona,Ciutat Vella,430418.042,1,﻿99400697180,,True,1,,,1,30,Plaça dels Àngels,16601,2022-09-01T14:35:30.645594,4581610.51,,2024-03-25T09:48:52.686039,41.38301191729433,,,el Raval,,
,,2.120264726728752,,Pl Sant Gaietà,,8034,,BARCELONA,Sarrià-Sant Gervasi,426461.96143481403,5,﻿99400391026,,True,5,,,23,84,La plaça de Sant Gaietà,298208,2015-07-07T15:04:07,4583566.458554085,,2021-09-09T02:15:16.451559,41.400276410730235,,,Sarrià,,
,,2.2067544978597606,,Passeig Marítim del Bogatell,,8005,,Barcelona,Sant Martí,433686.0313832721,82,﻿99400628829,,True,10,,,68,31,Memorial en Record de les Víctimes de Trànsit,700756,2019-05-28T11:23:23,4582866.760873167,,2021-12-20T10:49:09.547947,41.394602678212614,,,el Poblenou,,
,,2.117058367742885,,Av Sant Ramon Nonat,,8028,,BARCELONA,Les Corts,426167.4038674722,22,﻿99400477609,,True,4,,,20,32,Colònia Carné,310507,2017-02-09T17:20:55,4580965.341869859,,2021-09-09T02:16:54.630445,41.376822310380064,,,la Maternitat i Sant Ramon,,
,,2.114218062249275,,Pl Pedralbes,,8034,,BARCELONA,Les Corts,425951.34750582615,,﻿99400477634,,True,4,,,21,33,La plaça de Pedralbes,248505,2017-02-10T09:33:12,4583066.777316636,,2021-09-09T02:17:01.239936,41.395729151007615,,,Pedralbes,,
,,2.11876260601679,,Pg Til·lers,,8034,,BARCELONA,Les Corts,426324.19103582454,1,﻿99400477652,,True,4,,,21,34,La Torre Blanca,336001,2017-02-10T10:30:50,4582367.742217858,,2022-09-17T08:52:44.469851,41.38946749792318,,,Pedralbes,,
,,2.1852706828435733,,C Llenguadoc,,8030,,BARCELONA,Sant Andreu,431927.3476684418,95,﻿99400477675,,True,9,,,60,35,Pilar d'Aigua de Sant Andreu,176404,2017-02-10T12:32:25,4586853.15665729,,2022-09-17T08:52:48.361779,41.4303599257898,,,Sant Andreu,,
,,2.1826779224213384,,C Jordi de Sant Jordi,,8027,,BARCELONA,Sant Andreu,431701.1720684331,5,﻿99400477678,,True,9,,,62,36,La Plaça de les Havaneres,168905,2017-02-10T12:37:15,4585844.271443607,,2021-09-09T02:17:06.358233,41.42125404672891,,,el Congrés i els Indians,,
,,2.1370219362887046,Arquitecte(s),Av Tibidabo,Variables,8022,Adolf Ruiz i Casamitjana,BARCELONA,Sarrià-Sant Gervasi,427874.0744737985,2,﻿99400165899,,True,5,,,25,37,Edifici La Rotonda,101008,2006-08-07T14:19:24,4584691.238889567,,2022-09-17T06:37:57.633480,41.41053474585558,,340667,Sant Gervasi - la Bonanova,False,50
,,2.189153267840029,,C Atlàntida,,8003,,BARCELONA,Ciutat Vella,432201.127101033,1,﻿99400476694,,True,1,,,3,38,Cooperativa Obrera Popular Segle XX,27700,2017-01-26T13:59:25,4581442.022481134,,2024-07-22T13:04:34.382340,41.38164663472414,,,la Barceloneta,,
,,2.1907168710652614,,Pl Pompeu Gener,,8003,,BARCELONA,Ciutat Vella,432331.86483027134,1,﻿99400476701,,True,1,,,3,39,La Maquinista Terrestre i Marítima,261875,2017-01-26T14:47:44,4581440.380523354,,2021-09-09T02:15:47.023354,41.38164285238863,,,la Barceloneta,,
,,2.1681069096683667,,C Aurora,,8001,,BARCELONA,Ciutat Vella,430438.1563061222,11,﻿99400476707,,True,1,,,1,40,Unió de Cooperatives per a la Fabricació de Pastes per a Sopa,28203,2017-01-26T15:46:45,4581128.873179454,,2022-09-17T08:50:00.879922,41.37867570317367,,,el Raval,,
,,2.18840476699031,E-mail,Gran Via de les Corts Catalanes,Informació d'interès,8018,informacio@farinera.org,Barcelona,Sant Martí,432162.69995455723,837,﻿99119115920,,True,10,,,65,42,Centre Cultural La Farinera del Clot,169409,1999-04-29T00:00:00,4584021.828304472,,2024-08-01T07:58:44.836983,41.40487897583886,,46861,el Clot,True,100002
,,2.2011067332390364,E-mail,Carrer d'Espronceda,Informació d'interès,8018,reservesmuhba@eicub.net,Barcelona,Sant Martí,433227.91453265544,142,﻿99400385882,,True,10,,,71,43,MUHBA Museu d'Història de Barcelona - Oliva Artés,115603,2015-05-08T13:38:48,4584392.557901173,,2024-11-20T13:45:55.975287,41.4083072163263,,57009,Provençals del Poblenou,True,100002
,,2.2217148764638015,Web cita previa,Plaça del Fòrum,Informació d'interès,8019,https://book.timify.com/services?accountId=648c2d9b5f01dd79c87cfd0d&hideCloseButton=true,Barcelona,Sant Martí,434953.1247181961,1,﻿99400119148,99400118971,True,10,,,70,44,Zona de Banys,701612,2005-06-15T14:34:00,4584683.244402898,El Parc del Fòrum,2024-06-10T12:30:10.102504,41.41106682138965,,541686,el Besòs i el Maresme,False,100013
,31,2.200783316686378,,Carrer de la Llacuna,,8005,,Barcelona,Sant Martí,433191.493,31,﻿99400702077,,True,10,,,68,45,L'Hort del Cànem,183603,2022-12-02T10:44:01.134952,4583375.029,,2022-12-02T12:51:57.618461,41.39913958472813,,,el Poblenou,,
,,2.1594552433114487,,C Aiguafreda,,8032,,BARCELONA,Horta-Guinardó,429766.4747222695,1,﻿99400477225,,True,7,,,43,46,Carrer Aiguafreda,4500,2017-02-06T09:46:29,4586471.028939244,,2021-09-09T02:15:50.452911,41.426732211545875,,,Horta,,
,,2.1610663164262904,,C Josep Torres,,8012,,BARCELONA,Gràcia,429872.8212982236,2,﻿99400477253,,True,6,,,31,47,Casa Anoll,341307,2017-02-06T12:30:06,4583551.041428972,,2022-09-17T08:50:28.881441,41.40044227869542,,,la Vila de Gràcia,,
,,2.1444601068144356,Arquitecte(s),Pl Mons,Variables,8023,Ricardo Churruca Dotres,BARCELONA,Gràcia,428498.88833898026,4,﻿99400477257,,True,6,,,28,48,Casa Barangé,216702,2017-02-06T12:44:38,4585003.060982058,,2021-09-09T02:15:54.586051,41.413399023929664,,356911,Vallcarca i els Penitents,False,50
,,2.126829667587517,,C Bellesguard,,8022,,BARCELONA,Sarrià-Sant Gervasi,427020.68479353574,16,﻿99400151253,,True,5,,,25,49,Viaducte de Bellesguard,38105,2006-01-11T10:41:27,4584547.750105569,,2021-09-09T02:14:05.238297,41.409165374626475,,,Sant Gervasi - la Bonanova,,
,,2.1566738998226365,,Pl Sol,,8012,,BARCELONA,Gràcia,429506.9268251085,6,﻿99400391055,,True,6,,,31,85,Plaça del Sol,326904,2015-07-08T09:18:46,4583685.554040947,,2021-09-09T02:15:24.797883,41.40162178824695,,,la Vila de Gràcia,,
,,2.1570941364707474,E-mail,Avinguda de l'Estadi,Informació d'interès,8038,info@fbolimpica.es,Barcelona,Sants-Montjuïc,429503.8926767652,60,﻿99400179658,,True,3,,,11,50,Museu Olímpic i de l'Esport Joan Antoni Samaranch de Barcelona,116402,2007-03-22T00:00:00,4579761.724333253,,2024-11-20T12:47:50.252646,41.366280925076076,,52183,el Poble-sec,True,100002
,1,2.1752760734542442,merce-eq-accessos,Avinguda de la Catedral,Variables,8002,https://www.bcn.cat/cultura/merce/M24%20-%20Planols%20-%20AVINGUDA%20CATEDRAL.pdf,Barcelona,Ciutat Vella,431043.841,1,﻿99400697177,,True,1,,,2,51,Avinguda de la Catedral,74801,2022-09-01T14:31:36.475631,4581774.978,,2024-09-10T12:19:05.946942,41.384547112224666,,556803,el Barri Gòtic,False,100060
,13,2.1510148596954752,merce-eq-accessos,Avinguda de la Reina Maria Cristina,Variables,8004,https://www.bcn.cat/cultura/merce/M24%20-%20Planols%20-%20AVINGUDA%20MARIA%20CRISTINA.pdf,Barcelona,Sants-Montjuïc,429002.791,1,﻿99400697182,,True,3,,,11,52,Avinguda Maria Cristina,278200,2022-09-01T14:39:43.127669,4580516.242,,2024-09-16T10:32:50.891454,41.373032576568356,,556812,el Poble-sec,False,100060
,1,2.1179021240670406,,Carrer de Martí i Franquès,,8028,,Barcelona,Les Corts,426247.273,1,﻿99400697184,,True,4,,,20,53,Carrer Martí  i Franqués,7258,2022-09-01T14:43:47.504394,4581879.573,,2024-09-19T18:28:15.034070,41.38506372270051,,,la Maternitat i Sant Ramon,,
,,2.1538979761054997,Arquitecte(s),Av Rius i Taulet,Variables,8004,Pere Domènech i Roura,BARCELONA,Sants-Montjuïc,429243.3020662019,5,﻿99400477423,,True,3,,,11,54,Palau de la Premsa,284101,2017-02-08T09:33:32,4580452.969529542,,2024-10-29T13:41:52.364049,41.372483883326524,,356947,el Poble-sec,False,50
,,2.1621656959358955,,Pl Sortidor,,8004,,BARCELONA,Sants-Montjuïc,429934.8443392679,4,﻿99400477448,,True,3,,,11,55,La Plaça del Sortidor,43309,2017-02-08T11:13:44,4580460.117603813,,2021-09-09T02:16:18.241138,41.37260876412629,,,el Poble-sec,,
,,2.153354042541838,,C Verdi,,8012,,BARCELONA,Gràcia,429235.75632282457,144,﻿99400477465,,True,6,,,31,56,Conjunt de Torretes al carrer Verdi,356803,2017-02-08T12:09:47,4584336.61163506,,2022-09-17T08:51:39.092589,41.40746179464575,,,la Vila de Gràcia,,
,,2.149012074553124,,C Mare de Déu de Port,,8038,,BARCELONA,Sants-Montjuïc,428814.9956557809,56,﻿99400477476,,True,3,,,11,57,El Canal de la Infanta,230601,2017-02-08T13:21:40,4578448.88901117,,2021-09-09T02:16:23.134202,41.35439601685321,,,el Poble-sec,,
,,2.145936393031032,Tel.,C Saragossa,Telèfons,8006,932188545,BARCELONA,Sarrià-Sant Gervasi,428612.3344511706,86,﻿99400477477,,True,5,,,27,58,Bodega Josefa,369306,2017-02-08T13:24:44,4583994.292842248,,2022-09-17T08:51:41.268572,41.40432354338867,,229586,el Putxet i el Farró,True,20001
,,2.147565662886036,Expedient hisenda,Rosselló,Variables,8029,8401016451204,BARCELONA,Eixample,428728.62175009574,87,﻿75990110438,,True,2,,,9,59,Antiga Seu Editorial Gustavo Gili,289105,1998-12-27T00:00:00,4581970.525609184,,2024-11-04T14:37:16.039932,41.38610655947061,,260056,la Nova Esquerra de l'Eixample,False,2
,,2.217741476714544,Web,Av Litoral,Informació d'interès,8019,http://www.barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges/platja-de-llevant,BARCELONA,Sant Martí,434614.9691326083,114,﻿99400165604,,True,10,,,69,60,Platja de Llevant,700654,2006-08-01T13:00:03,4584014.382860029,,2023-05-02T09:15:10.276605,41.40501510946871,,86408,Diagonal Mar i el Front Marítim del Poblenou,True,100003
,,2.101308027569479,,Camí Finestrelles,,8034,,BARCELONA,Les Corts,424862.23729886056,2,﻿99400477501,,True,4,,,21,61,"El camí de Finestrelles, i el mirador",125709,2017-02-08T15:19:55,4582127.271242468,,2021-09-09T02:16:24.510968,41.387166453237064,,,Pedralbes,,
,,2.1338555488054234,,Pg Sant Gervasi,,8022,,BARCELONA,Sarrià-Sant Gervasi,427605.67416091834,1,﻿99400477533,,True,5,,,25,62,El passeig de Sant Gervasi,302000,2017-02-09T10:14:36,4584318.10347055,,2021-09-09T02:16:36.910864,41.40714994709702,,,Sant Gervasi - la Bonanova,,
,,2.1305194357974724,,C Isaac Newton,,8022,,BARCELONA,Sarrià-Sant Gervasi,427333.51666020486,28,﻿99400477539,,True,5,,,25,63,El Submarí de la Ronda,701629,2017-02-09T10:32:54,4584986.853891715,,2021-09-09T02:16:32.124554,41.41314852899547,,,Sant Gervasi - la Bonanova,,
,,2.185313624433327,,C Pons i Gallarza,,8030,,BARCELONA,Sant Andreu,431936.3634643491,103,﻿99400477554,,True,9,,,60,64,Cooperativa La Confiança Andreuenca,262200,2017-02-09T12:10:41,4587429.948039462,,2021-09-09T02:16:35.765583,41.435555646330705,,,Sant Andreu,,
,,2.1232319600898886,E-mail,Immaculada,Informació d'interès,8017,info@uic.es,BARCELONA,Sarrià-Sant Gervasi,426716.4668234499,22,﻿355134317,,True,5,,,25,65,Universitat Internacional de Catalunya,162400,2000-12-20T00:00:00,4584203.063400844,,2024-05-23T12:49:15.184054,41.406033260654574,,607722,Sant Gervasi - la Bonanova,False,100002
,,2.17072858132926,Arquitecte(s),C Girona,Variables,8009,Josep Suñer,BARCELONA,Eixample,430675.04362289695,74,﻿99400390950,,True,2,,,7,82,Forn de la Concepció,145003,2015-07-07T11:43:24,4582972.647236322,,2022-09-17T08:22:05.451806,41.3953024422244,,353215,la Dreta de l'Eixample,False,50
,,2.12923065792945,E-mail,C Joan Güell,Informació d'interès,8028,infosan@roca.net,BARCELONA,Les Corts,427196.2326297435,211,﻿99400233941,,True,4,,,19,66,Roca Barcelona Gallery,172403,2009-10-16T11:54:29,4582045.622549863,,2022-09-17T07:15:42.962100,41.38664570242304,,54380,les Corts,True,100002
,1,2.1758673829595696,,Pla de la Seu,,8002,,Barcelona,Ciutat Vella,431092.972,1,﻿99400697947,,True,1,,,2,67,Pla de la Seu,94208,2022-09-18T18:48:05.936975,4581741.959,,2024-09-19T18:28:59.932727,41.38425392967717,,,el Barri Gòtic,,
,,2.1908326284827284,E-mail,C Sant Adrià,Informació d'interès,8030,info@canfontanet.cat,BARCELONA,Sant Andreu,432395.62904746283,20,﻿99400380479,,True,9,,,60,68,Can Fontanet - Centre d'Interpretació dels Tres Tombs de Sant Andreu,295709,2015-03-17T00:00:00,4587230.04407906,,2023-06-07T15:00:52.637001,41.433793974354174,,56912,Sant Andreu,True,100002
,,2.1574493260272294,E-mail,Pl Margarida Xirgu,Informació d'interès,8004,teatrelliure@teatrelliure.com,BARCELONA,Sants-Montjuïc,429538.34523939574,1,﻿75990089577,,True,3,,,11,69,Teatre Lliure,700685,1996-09-18T00:00:00,4580249.751575231,,2024-11-04T14:32:49.371965,41.37067944906853,,35681,el Poble-sec,True,100002
,,2.1830157301046778,Web,Pg Born,Informació d'interès,8003,http://lameva.barcelona.cat/ciutatvella/ca/home/el-barri-de-sant-pere-santa-caterina-i-la-ribera,BARCELONA,Ciutat Vella,431691.2909845866,30,﻿99400387270,,True,1,,,4,70,El Born i la Ribera,46409,2015-05-25T13:45:55,4581803.040855168,,2021-09-09T02:14:18.368498,41.384855101957754,,95703,"Sant Pere, Santa Caterina i la Ribera",True,100003
,,2.1891173604816476,Web,C Baluard,Informació d'interès,8003,http://lameva.barcelona.cat/ciutatvella/ca/home/el-barri-de-la-barceloneta,BARCELONA,Ciutat Vella,432195.9661977003,50,﻿99400387307,,True,1,,,3,71,La Barceloneta,33305,2015-05-25T15:50:11,4581211.351731529,,2021-09-09T02:14:24.376853,41.37956860884705,,96159,la Barceloneta,True,100003
,,2.1426193870999874,Web,C Creu Coberta,Informació d'interès,8014,http://lameva.barcelona.cat/sants-montjuic/ca/home/coneix-els-barris,BARCELONA,Sants-Montjuïc,428303.30213700794,100,﻿99400387317,,True,3,,,15,72,Sants i Hostafrancs,94809,2015-05-25T16:30:00,4580785.738082859,,2021-09-09T02:14:30.133447,41.37539782108393,,95556,Hostafrancs,True,100003
,,,,,,,,Barcelona,Sant Andreu,,,﻿99400387329,,False,9,,,61,73,La Sagrera,,2015-05-25T17:07:41,,,2024-09-30T13:01:33.995849,,,,la Sagrera,,
,,2.1919480476112105,,Clot,,8027,,BARCELONA,Sant Andreu,432470.90470212896,228,﻿95166101521,,True,9,,,61,340,Torre del Fang,81603,1995-06-15T00:00:00,4585309.272813094,,2022-09-17T05:15:51.576514,41.41650054695728,,,la Sagrera,,
,140,2.1604194727546537,E-mail,Carrer de Pau Alsina,Informació d'interès,8024,administracio@ceeuropa.cat,Barcelona,Gràcia,429831.23407453997,138,﻿75990079999,,True,6,,,30,74,Club Esportiu Europa,321605,1996-09-18T00:00:00,4584839.53213791,,2023-06-29T10:37:57.806804,41.41204361291409,,35653,la Salut,True,100002
